"tenant_id","id","id_card","eff_begin","eff_end","first_name","last_name","birth_place","birth_date","email","phone","mobile","social_media","hobbies","strength","weakness","country_code","lov_ptyp","lov_blod","lov_gndr","lov_rlgn","lov_mars","created_by","created_at","updated_by","updated_at","file_photo"
1000000000,501,"17020061","2017-02-27","9999-12-31","Raymundo T. Schmich"," ","Jakarta","1967-07-23","","","","","","","","ID","EMP","","M","MOS","M",1,"2018-06-28 00:00:00+00","","",""
1000000000,502,"17020062","2017-02-27","9999-12-31","Lawerence S. Mykel"," ","Jakarta","1989-08-12","","","","","","","","ID","EMP","","F","MOS","M",1,"2018-06-29 00:00:00+00","","",""
1000000000,503,"","2018-06-20","9999-12-31","aldo"," ","","1997-06-04","","","","","","","","IN","EMP","","Male","MOS","S",1,"2018-06-20 07:09:50+00","","",""
1000000000,504,"","2018-07-04","9999-12-31","FIkri","Putra","","2018-07-04","","","","","","","","IN","EMP","","Male","MOS","M",1,"2018-07-04 08:11:34+00","","",""
1000000000,505,"111111111","2018-07-11","2018-07-11","nova testing"," ","","1991-07-11","nova@lawencon.com","","","","","","","IN","EMP","A","Female","CHR","M",1,"2018-07-11 03:13:24+00",1,"2018-07-11 04:25:42+00","cdn/image/1700000000/EMPL/NzkyMDRiNTAtODRjMi0xMWU4LTg2ZmQtZWRhOGQ5MTVhYmFjKmltZzE0NTUwMTk1OTI0NTguanBn"
1000000000,507,"","2018-07-31","9999-12-31","febri"," ","","2000-07-05","","","","","","","","IN","EMP","","Female","CHR","S",1,"2018-07-31 03:28:03+00","","",""
1000000000,508,"","2018-09-25","9999-12-31","Laura","Titian","","2018-09-25","","","","","","","","IN","EMP","","F","CAT","S",1,"2018-09-25 08:55:22+00","","",""
1000000000,509,"","2018-10-01","9999-12-31","Saras","Setiawati","","1990-10-01","","","","","","","","IN","EMP","","F","CHR","S",1,"2018-10-01 04:09:07+00","","",""
1000000000,510,"","2018-10-01","9999-12-31","Saras","Setiawati","","1990-10-01","","","","","","","","IN","EMP","","F","CHR","S",1,"2018-10-01 04:09:07+00","","",""
1000000000,511,"","2018-10-05","9999-12-31","rfwe"," ","","2018-10-05","","","","","","","","IN","EMP","","M","BUD","S",1,"2018-10-05 10:40:44+00","","",""
1000000000,512,"","2018-10-08","9999-12-31","lia","rahmawati","","2018-10-08","","","","","","","","IN","EMP","","F","MOS","S",1,"2018-10-08 07:04:20+00","","",""
